session_id,label,temporal_inconsistency_score
360afd34-b9fa-42b4-80d8-8708375f6eb9,human,0.0
3617ccfd-097e-4c26-81d6-5479e4edec94,bot_t2,0.0
365350ef-0b38-473d-97d4-3ea10e755532,human,0.0
368f7676-a22c-4a8e-a138-5a4a9ff7ab89,human,0.0
36ea57b9-3e31-4984-94fd-9c371ee9764f,bot_t2,0.0
36fa3b8b-7380-4d32-8828-840e53d0f7e7,bot_t1,0.0
372187a4-dcaa-4309-a5c6-29d2f0237645,bot_t1,0.0
372fed21-cbbd-4832-96b5-57861d69e58a,bot_t2,0.0
37a5ff6e-374c-459d-8747-a0ebe121acd2,bot_t1,0.0
37d08f67-cf3d-45c6-ab7d-759341a9be68,human,0.0
3816be15-9493-45a1-8860-8573972cda54,human,0.0
383f3470-4e5c-4dc5-b814-9e5224f70735,bot_t3,0.0
38541d61-f250-40f2-93c2-9653d0d1c315,bot_t2,0.0
38b23215-817e-4178-a015-8c387ead2eed,human,0.0
38c1cebc-9886-49ca-abd8-92429c629b16,bot_t2,0.0
3901b644-880f-4c2f-aa92-5e268096c6ef,human,0.0
39311dd3-bd19-4996-82a5-4e81792962bc,bot_t1,0.0
39412bf4-dc6c-49f5-af61-a4ea506fe56c,bot_t1,0.0
394ba450-874f-47c0-95d0-5281f01c0f2d,bot_t1,0.0
395ee53e-b364-4dfc-acb9-f7520001996d,human,0.0
39c436d8-96e8-4546-b796-2f12a5fbee97,bot_t2,0.0
3a028f55-4b67-44cf-818b-da4c28c85fe5,human,0.0
3a152085-0932-48fa-adff-e8e9231038ed,bot_t1,0.0
3a279fcb-c219-4135-9e4b-d2b88d521e8f,bot_t1,0.0
3a2eaf42-5934-4d11-ac26-45958fb19514,bot_t3,0.0
3a6889ee-1bad-466b-a90d-2d0fa040ae09,human,0.0
3a7be82b-b281-4a89-be0a-c18cdc8ecee7,bot_t1,0.0
3a7d243f-94c6-4baf-b531-27284b61c0f9,bot_t3,0.0
3a838aa8-21ba-45a9-aa51-eb9f2b84e553,bot_t1,0.0
3aaf7a85-4949-4394-a324-61cc0c01002c,human,0.0
3ab09dfb-94a9-4ffc-bd8b-6877bc70155a,bot_t2,0.0
3ab170ae-122b-4b10-92b3-31b47fdf4f5b,human,0.0
3ab655c6-54f7-4151-869c-19bc37dcceb7,human,0.0
3af0b211-2ab9-4dff-9adc-e842a768b55b,bot_t3,0.0
